county,state_full,cumulative_cases,State,county_pop,percent_cases
Kinney,Texas,774,TX,3128.0,0.24744245524296676
Lavaca,Texas,5086,TX,20589.0,0.24702511049589587
Lipscomb,Texas,775,TX,2854.0,0.27154870357393135
McLennan,Texas,73969,TX,266836.0,0.27720772309583414
Mason,Texas,1123,TX,3982.0,0.2820190858864892
Maverick,Texas,25445,TX,57843.0,0.4398976539944332
Milam,Texas,6221,TX,25628.0,0.2427423130950523
Orange,Texas,18605,TX,84934.0,0.2190524407186757
Parker,Texas,40101,TX,165834.0,0.2418141032598864
Parmer,Texas,2578,TX,9620.0,0.26798336798336797
Reagan,Texas,1011,TX,3135.0,0.32248803827751193
Robertson,Texas,4998,TX,17153.0,0.29137760158572845
Rockwall,Texas,32036,TX,123208.0,0.2600155834036751
San Patricio,Texas,16762,TX,69954.0,0.2396146038825514
San Saba,Texas,1526,TX,5824.0,0.2620192307692308
Shelby,Texas,5419,TX,24008.0,0.22571642785738089
Smith,Texas,49923,TX,241922.0,0.20635990112515604
Stonewall,Texas,422,TX,1182.0,0.3570219966159052
Sutton,Texas,996,TX,3217.0,0.30960522225676096
Tarrant,Texas,642366,TX,2154595.0,0.2981377010528661
Terry,Texas,2313,TX,11567.0,0.19996541886400968
Uvalde,Texas,11402,TX,24940.0,0.45717722534081795
Van Zandt,Texas,11571,TX,62859.0,0.1840786522216389
Walker,Texas,24785,TX,78870.0,0.31425129960694814
Webb,Texas,107678,TX,267780.0,0.40211367540518334
Wheeler,Texas,1324,TX,4807.0,0.27543166215935094
Wood,Texas,8418,TX,46857.0,0.17965298674691083
Young,Texas,4495,TX,17962.0,0.25025052889433247
Carbon,Utah,6101,UT,20571.0,0.2965825676923825
Daggett,Utah,169,UT,1014.0,0.16666666666666666
Garfield,Utah,1123,UT,5281.0,0.21264911948494603
Grand,Utah,2835,UT,9769.0,0.2902037055993449
Iron,Utah,16711,UT,62429.0,0.26768008457607845
San Juan,Utah,5169,UT,14359.0,0.3599832857441326
Sevier,Utah,6088,UT,22069.0,0.27586206896551724
Uintah,Utah,9624,UT,37141.0,0.25912064834010934
Caledonia,Vermont,6604,VT,30579.0,0.21596520487916543
Lamoille,Vermont,4441,VT,26090.0,0.170218474511307
Orleans,Vermont,7201,VT,27666.0,0.26028338032241743
Rutland,Vermont,17966,VT,60366.0,0.29761786436073284
Amelia,Virginia,3619,VA,13455.0,0.2689706428836864
Amherst,Virginia,9735,VA,31589.0,0.30817689702111495
Caroline,Virginia,9099,VA,31957.0,0.2847263510342022
Cumberland,Virginia,1871,VA,9746.0,0.19197619536219987
Essex,Virginia,2867,VA,10630.0,0.26970837253057384
Gloucester,Virginia,9725,VA,39493.0,0.24624617020737852
Halifax,Virginia,9782,VA,33644.0,0.29075020806087265
Hanover,Virginia,29339,VA,112938.0,0.25977970213745594
Henrico,Virginia,93638,VA,333962.0,0.28038519352501184
King William,Virginia,4741,VA,18492.0,0.2563811377893143
Lee,Virginia,8545,VA,21982.0,0.3887271403875898
Louisa,Virginia,8989,VA,40116.0,0.22407518197228038
Madison,Virginia,3198,VA,14000.0,0.22842857142857143
Nelson,Virginia,3279,VA,14652.0,0.2237919737919738
Pittsylvania,Virginia,19351,VA,59952.0,0.3227748865759274
Prince George,Virginia,11676,VA,43134.0,0.27069133398247325
Russell,Virginia,9652,VA,25448.0,0.37928324426281046
Smyth,Virginia,12269,VA,29449.0,0.4166185609018982
Spotsylvania,Virginia,35646,VA,146688.0,0.24300556282722513
Surry,Virginia,1440,VA,6527.0,0.2206220315612073
Sussex,Virginia,3018,VA,10680.0,0.28258426966292133
Washington,Virginia,18430,VA,53958.0,0.3415619555950925
Asotin,Washington,5703,WA,22508.0,0.25337657721698953
Clark,Washington,113478,WA,516779.0,0.2195870962248853
Franklin,Washington,37048,WA,98678.0,0.37544336123553373
Grays Harbor,Washington,20705,WA,77038.0,0.26876346737973467
Island,Washington,14081,WA,86625.0,0.16255122655122656
Jefferson,Washington,5101,WA,33589.0,0.1518651939623091
King,Washington,558673,WA,2266789.0,0.2464600807574062
Klickitat,Washington,4375,WA,23271.0,0.18800223454084483
Mason,Washington,16076,WA,68166.0,0.23583604729630608
Pend Oreille,Washington,3008,WA,14179.0,0.21214472106636575
Pierce,Washington,249021,WA,927380.0,0.268520994630033
Skagit,Washington,29213,WA,131179.0,0.22269570586755502
Spokane,Washington,156872,WA,549690.0,0.2853826702323128
Yakima,Washington,84374,WA,257001.0,0.328302224504963
Berkeley,West Virginia,45529,WV,129490.0,0.3516024403428836
Grant,West Virginia,4916,WV,10968.0,0.44821298322392417
Greenbrier,West Virginia,13217,WV,32435.0,0.40749190689070447
Hampshire,West Virginia,7409,WV,23468.0,0.3157064939492074
Harrison,West Virginia,26478,WV,64915.0,0.4078872371562813
Morgan,West Virginia,5269,WV,17430.0,0.30229489386115893
Pocahontas,West Virginia,2582,WV,7819.0,0.33022125591507867
Putnam,West Virginia,21042,WV,57015.0,0.36906077348066296
Randolph,West Virginia,12343,WV,27600.0,0.44721014492753625
Ritchie,West Virginia,3084,WV,8207.0,0.3757767759229926
Taylor,West Virginia,6031,WV,16342.0,0.36904907600048953
Tyler,West Virginia,2835,WV,8183.0,0.34644995722840033
Wetzel,West Virginia,5648,WV,14025.0,0.40270944741532977
Wirt,West Virginia,1778,WV,5091.0,0.34924376350422315
Buffalo,Wisconsin,4238,WI,13391.0,0.3164812187289971
Crawford,Wisconsin,5419,WI,16007.0,0.3385393890173049
Eau Claire,Wisconsin,37049,WI,106837.0,0.34678060971386315
Florence,Wisconsin,1367,WI,4688.0,0.29159556313993173
Fond du Lac,Wisconsin,39705,WI,103836.0,0.38238183289032707
Forest,Wisconsin,3425,WI,9381.0,0.36509966954482465
Grant,Wisconsin,15741,WI,51276.0,0.3069857243154692
Iowa,Wisconsin,6996,WI,23865.0,0.2931489629164048
La Crosse,Wisconsin,44104,WI,120294.0,0.3666350773937187
Lafayette,Wisconsin,4502,WI,16877.0,0.2667535699472655
Langlade,Wisconsin,6835,WI,19559.0,0.3494554936346439
Marquette,Wisconsin,4691,WI,15779.0,0.2972938716014957
Milwaukee,Wisconsin,345957,WI,918661.0,0.3765883171267747
Pierce,Wisconsin,13685,WI,42532.0,0.3217577353522054
Rock,Wisconsin,56233,WI,164060.0,0.3427587467999512
Rusk,Wisconsin,4261,WI,14186.0,0.30036655857888056
St. Croix,Wisconsin,31321,WI,96017.0,0.3262026516137767
Sawyer,Wisconsin,6097,WI,18559.0,0.3285198555956679
Taylor,Wisconsin,5895,WI,19975.0,0.2951188986232791
Washburn,Wisconsin,5093,WI,16911.0,0.30116492223996216
Waukesha,Wisconsin,141287,WI,410434.0,0.34423805045390976
Converse,Wyoming,3716,WY,13786.0,0.2695488176410852
Crook,Wyoming,1583,WY,7448.0,0.2125402792696026
Laramie,Wyoming,32072,WY,100723.0,0.3184178390238575
Natrona,Wyoming,26044,WY,79601.0,0.32718181932387785
Platte,Wyoming,2308,WY,8645.0,0.2669751301330249
Uinta,Wyoming,6449,WY,20712.0,0.31136539204325997
